body,event.name,framework.duration_ms,framework.event_id,framework.field.atributos,framework.field.autenticacoes,framework.field.avisos,framework.field.conceitos,framework.field.consistente,framework.field.dados,framework.field.durationMs,framework.field.encaminhamentos,framework.field.encerramento,framework.field.enlaces,framework.field.errosCorrigidos,framework.field.errosSemCorrecao,framework.field.hardening,framework.field.httpStatus,framework.field.ip,framework.field.linhas,framework.field.login,framework.field.metodo,framework.field.naoInterpretadas,framework.field.passos,framework.field.passosSelecao,framework.field.pendencias,framework.field.protecoes,framework.field.protocolo,framework.field.resultado,framework.field.rota,framework.field.roteadores,framework.field.status,framework.field.total,framework.field.traceId,framework.module,framework.status,http.request.method,http.response.status_code,http.route,severity,timeUnixNano,traceId
evento=geo_lookup status=ok ip=visitante-003 status=start,geo_lookup,,b98848fa-c0d8-4a33-a519-5c661aa3f546,,,,,,,,,,,,,,,visitante-003,,,,,,,,,,,,,start,,,analiseDidatica,ok,GET,,/informacoes,INFO,1787204241000000000,19a9aeffc5eb4010b4366d6013b0d2fb
evento=http_access status=ok durationMs=14 httpStatus=200,http_access,14,c28a21f2-b03e-49ce-9c00-26b70a980d59,,,,,,,14,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/admin/login,INFO,1787204239000000000,16e8e44b06764bdaa2e70505de42784b
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,2d22b205-2f35-45bd-bd9d-5ac8aefc2bec,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/sobre,INFO,1787204232000000000,c74497c902ff4196a39f99d6f9373ccc
evento=http_access status=ok durationMs=15 httpStatus=200,http_access,15,3739e61d-b76e-46a7-8bbb-37bf20f18862,,,,,,,15,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/diagnostico,INFO,1787204229000000000,4bfe3cee7dca4bad8cae5cb5afb39c7e
evento=http_access status=ok durationMs=113 httpStatus=200,http_access,114,a82e510c-fa30-40bd-81cb-718fca3b88e2,,,,,,,113,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787204224000000000,1bd422dbdddc4111b8e2ba23b05292f9
evento=http_access status=ok durationMs=131 httpStatus=200,http_access,132,abc99cc2-622b-477c-a7b1-54d9edce5643,,,,,,,131,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787174278000000000,662d83ce983a40b3911d806fa0d79900
evento=pagina_erro_exibida status=warn httpStatus=404 metodo=GET rota=/robots.txt traceId=err-7baf34d5-e74e,pagina_erro_exibida,,b71062cc-187c-40c9-9827-73ef212feb32,,,,,,,,,,,,,,404,,,,GET,,,,,,,,/robots.txt,,,,err-7baf34d5-e74e,paginaErros,warn,,,,WARN,1787168767000000000,
evento=http_access status=ok durationMs=136 httpStatus=200,http_access,137,14b5bed6-2593-49af-9bcd-5b371d2686f6,,,,,,,136,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787165906000000000,78b372ab83904e1dbf1990042e0a9088
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,0b609884-f78a-49c1-9ff0-2b7172b6a636,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787147881000000000,8396ab45347146d592cbd56fa5d2646a
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,ad0a0f5e-1608-4bb0-9894-7353bfb93a82,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787147848000000000,30e2591e4f79430ea0047654ca8eab0d
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,d754aa7e-6d86-4f51-8b1e-f2fd39b61557,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787147733000000000,4efea7929d3a418a84dbda1bac8bab37
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,530c75d7-12a9-4a95-98c5-7c12723b6f57,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/telemetria,INFO,1787147733000000000,50197eff3333440fa2172342bd2a35d7
evento=http_access status=ok durationMs=1004 httpStatus=303,http_access,1004,1305e1a8-d900-41df-950d-d62cda417646,,,,,,,1004,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github/callback,INFO,1787147733000000000,7e09e7c75cad4ed381926397fa9cfcf4
evento=login_github status=ok login=carmipa resultado=ok,login_github,,1ed9af8b-49d8-44e7-a6e6-e57b81df7559,,,,,,,,,,,,,,,,,carmipa,,,,,,,,ok,,,,,,seguranca,ok,GET,,/login/github/callback,INFO,1787147733000000000,7e09e7c75cad4ed381926397fa9cfcf4
evento=http_access status=ok durationMs=10 httpStatus=303,http_access,10,7aed6c7e-155d-42d4-ba7e-019c07dd9d3e,,,,,,,10,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/login/github,INFO,1787147731000000000,f63d367da8d44a93b2046d170c08ef65
evento=http_access status=ok durationMs=16 httpStatus=200,http_access,16,d3959d35-61d9-446f-8f6d-624b09c7e658,,,,,,,16,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/login,INFO,1787147729000000000,c286dfdf0f5842bca347f7746520cf04
evento=http_access status=ok durationMs=10 httpStatus=303,http_access,10,b45b307a-8706-49c9-b983-6278a23d3d5d,,,,,,,10,,,,,,,303,,,,,,,,,,,,,,,,,web,ok,GET,303,/telemetria,INFO,1787147729000000000,c5baead8b98d4d5c966e754df6bdbc69
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,59db2736-7418-497f-b463-3130e0baf9d0,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787147727000000000,60b747fc320d4d2e9f22e62339bb027e
evento=http_access status=ok durationMs=14 httpStatus=200,http_access,14,fb1f8878-755e-45b7-be6a-2eff30e36406,,,,,,,14,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787147727000000000,0e3fc3e1a3b8490087fdd5e15daf5e3b
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,8611c9ee-3cae-4401-bd79-59e7d18f95ce,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787147727000000000,9fc17790d3cb4569ae84a6e783070a89
evento=http_access status=ok durationMs=52 httpStatus=200,http_access,52,1b190841-b71b-4754-93c7-b45d3d077b6a,,,,,,,52,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787147727000000000,ad4a087f5df447b4b1ee84a222c39dec
evento=http_access status=ok durationMs=50 httpStatus=200,http_access,50,3cbf3780-3b36-4b2f-8993-fa1301be0667,,,,,,,50,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787147444000000000,cbbdc3f1c5ea4931a8ffa0f924c3b4c1
evento=http_access status=ok durationMs=179 httpStatus=200,http_access,180,39fc1c8c-e944-4705-b0b4-f00f0dd69158,,,,,,,179,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787147443000000000,1b897b22ee0645c99de5d25f4a167245
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,c95bf0eb-17e2-4925-aec3-e9d53cff7278,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787079380000000000,077bbd8a07d74391b5785fd310304a76
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,200329b0-221f-49ab-8701-04f9887c0f5c,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787079380000000000,72d59e1e58a6407d9a3799f51a615cb6
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,f9217566-6f7b-47e9-b98b-aa1f153cf532,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787079380000000000,ba0bd6aadd1c4eca854cdee4a9ca24ce
evento=http_access status=ok durationMs=7 httpStatus=200,http_access,7,ce4da9af-6721-4268-abeb-efb6bc3327e6,,,,,,,7,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787079379000000000,3315936dc6fe4bfdb1beb5131cf3d332
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,be9748e3-57cd-4f77-9f96-1033bc9b9648,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787079368000000000,e1ea449de2a84d7e9498124197d58dcf
evento=http_access status=ok durationMs=0 httpStatus=200,http_access,0,9246562e-294e-4f73-bc0d-a6d583515625,,,,,,,0,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787079368000000000,7b2eaeeddeca4e8fb82d96a006211876
evento=http_access status=ok durationMs=108 httpStatus=200,http_access,108,1c3fa84e-a408-4639-b7de-865044c25c55,,,,,,,108,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/mascara-referencia,INFO,1787079368000000000,e8312b7ffe2048b4b932b428fc44d86f
evento=http_access status=ok durationMs=49 httpStatus=200,http_access,49,d4999995-bf55-41c2-8d25-fc3b4745370d,,,,,,,49,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1787079368000000000,d397b8b777c846a7ba530bcf1194fb20
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,2262fa4c-0a93-46b6-9b12-dfab1e4efa4d,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787079341000000000,c56a2c7384ca46bb9ea81a079e394adb
evento=http_access status=ok durationMs=50 httpStatus=200,http_access,50,0aaf2470-fce7-420f-9b6c-85005c33a967,,,,,,,50,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787077436000000000,f804764b162e4131b48a02e8b9af4a63
evento=http_access status=ok durationMs=150 httpStatus=200,http_access,151,2a242b8b-2cb3-48fd-a8ac-23e180ef4b15,,,,,,,150,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787077436000000000,c3a6490f6aa64004b6f3252ebf04a928
evento=http_access status=ok durationMs=51 httpStatus=200,http_access,51,e6f61edb-3228-43a5-a472-df327123877b,,,,,,,51,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787072335000000000,95047f6b91bd49bbb63b05fdee261647
evento=http_access status=ok durationMs=144 httpStatus=200,http_access,145,307bd4f4-64ab-4c9c-ae3c-5bfcccff705a,,,,,,,144,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787072334000000000,11ef091e52654313bd09b8e2ff25d1a1
evento=http_access status=ok durationMs=44 httpStatus=200,http_access,44,2d219765-3009-48da-9bb1-208fb2b974d3,,,,,,,44,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/manifest.webmanifest,INFO,1787060072000000000,46809a0ce74f43eea31e0d2dee3f9950
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,ce9b41da-5145-4916-948d-54a33fcea659,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787060071000000000,5fc7e956dd3b4442b72b5a45a63fa58a
evento=http_access status=ok durationMs=121 httpStatus=200,http_access,122,4efb8d6e-26ab-4bd6-a77d-ec0cafcdd12b,,,,,,,121,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787058612000000000,4a6d9b3ac0604627933fa185a6343e8e
evento=http_access status=ok durationMs=161 httpStatus=200,http_access,162,0263ae52-ed4e-4802-8058-aa0ad54f0c43,,,,,,,161,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787050771000000000,3b2b44dc41e64596886197dd2d680af1
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,2378c6de-40b0-4773-8999-5eafb82042a4,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787039706000000000,c95b8705008a498785e31871db7e7c6c
evento=http_access status=ok durationMs=159 httpStatus=200,http_access,160,83bb686a-e19a-4ad0-a8b8-08359a3d13dd,,,,,,,159,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1787039703000000000,3bb5a424dd2a4b24a4f5c70ceebc1596
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,28c209cc-0a00-4533-9ddd-628e59aa65bc,,,,,,,6,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786937830000000000,04ea70e5786841e9889bf2f5895d2ba7
evento=catalog_load status=ok total=30,catalog_load,,e177cf96-4c27-46bd-a22c-a5a95e605477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786937830000000000,04ea70e5786841e9889bf2f5895d2ba7
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,0eadeb9b-e887-4e32-b32a-f7ed3d866508,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786937811000000000,c35fcc0ef57b4eaca414e6af339ad506
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,b3340e01-7ec0-4a29-9218-6473bd838d6f,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786937796000000000,47ba07c19bc44b448d53fb1073a7597d
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,039c1901-c215-4406-a5e2-5e6452303da4,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786937778000000000,14a5b30f10ab4cbc9a2332ca98afc9bd
evento=http_access status=ok durationMs=8 httpStatus=200,http_access,8,b22ef032-ad34-4ae4-9d90-818fc7e2742d,,,,,,,8,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786937505000000000,acb50c0b8c694483a5d63e5680d42191
evento=catalog_load status=ok total=30,catalog_load,,ea96f21d-4608-4410-ab7b-62c08ffc4b66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786937505000000000,acb50c0b8c694483a5d63e5680d42191
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,20147466-af86-4ff2-af66-b8d864cc2d67,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786937499000000000,d06af1c2551343d7b39fee71ef0982d7
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,94f589b5-bab0-44db-8ee3-2c4be786b97d,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786937467000000000,58857feb3d2347729c17af3afc3fd933
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,2159f03d-fa5e-4a73-bc04-43ede64f268b,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786937434000000000,dd69278d3ece468cbd613f3df869932a
evento=http_access status=ok durationMs=8 httpStatus=200,http_access,8,88934a0f-7e27-489b-ace8-63c0cb9f6fd8,,,,,,,8,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786937183000000000,67156a6c79864335855c3d7a9282ffea
evento=catalog_load status=ok total=30,catalog_load,,f0c54b8d-1b0e-46c3-836a-b520b278bac4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786937183000000000,67156a6c79864335855c3d7a9282ffea
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,5a16a04f-e0b5-48dd-ad2d-45965ac586af,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786937179000000000,632b1ef80ce84327a1b6b28819dfedbf
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,7de4ab3a-409e-4758-88b6-ff7abb5659b5,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786937141000000000,d688fb58846d4570951a0927d33ba52b
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,c270a04c-f4e1-4f15-9825-19de6426313e,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786937121000000000,753d6f42ff6a47f683b0221551253787
evento=http_access status=ok durationMs=237 httpStatus=200,http_access,237,69ba7bd3-e488-4048-972a-89d2e270aa14,,,,,,,237,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/portas,INFO,1786936922000000000,27a8a0e015784e32993a2470f8a56d62
evento=catalog_load status=ok total=30,catalog_load,,366e3e7f-f934-4e77-bc60-e098955113f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,portas,ok,GET,,/portas,INFO,1786936922000000000,27a8a0e015784e32993a2470f8a56d62
evento=http_access status=ok durationMs=5 httpStatus=200,http_access,5,043af091-2a76-4329-a645-850bc8b6f6fb,,,,,,,5,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/calculadora,INFO,1786936902000000000,fb4baaadf10b4553babe1f6dc0c1983b
evento=http_access status=ok durationMs=66 httpStatus=200,http_access,66,4aa1b092-4fa3-4254-8b4e-381f596a7aba,,,,,,,66,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786936899000000000,f23543d2f61f478cad39522670bb66c5
evento=http_access status=ok durationMs=102 httpStatus=200,http_access,103,472ab565-c7b0-4443-aae5-93fc1c55aee4,,,,,,,102,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786936881000000000,a4072ecedf044e50b0aed5636b9c1094
evento=http_access status=ok durationMs=105 httpStatus=200,http_access,106,1af58dab-7446-4915-bd49-9243ba0f4587,,,,,,,105,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786920625000000000,bfc14e8641d1442287afa40d256975e7
evento=http_access status=ok durationMs=37 httpStatus=200,http_access,38,c7532cf0-000c-43e0-a317-e68b8a7eab20,,,,,,,37,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786899063000000000,3da740c789914effb989bc5fd6c8c82f
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,f3d614dd-566e-41b7-95f1-982551b8e080,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786893918000000000,771f12b88a8e49ee8167b611be7fd333
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,e9b342a7-8d79-40e0-b474-70aa20e4dfc8,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786891713000000000,58be200cf7734b9eb381781c77f9fdab
evento=http_access status=ok durationMs=5 httpStatus=200,http_access,5,119727ec-f4cd-4ed7-aed0-4f4aa9b98a2a,,,,,,,5,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786891602000000000,05e510f7c3b54aafbe3feb50fb957e60
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,454882e4-1160-46df-a089-1c1fc7683fcc,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786889671000000000,cf18f717d1be4abcbe9b9ba331bb7ff6
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,4d06d3d0-3b37-41a9-967b-86fd2b1a6e64,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786889274000000000,0912ed048c5748809ac0137fcc499735
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,e881af86-12ff-4f42-a2d3-a8c27ab03102,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786889220000000000,68afc05b20024835b2dd009f0e31a9f7
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,62a2b50c-ccf8-46d6-933a-a8c2e097a49f,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786886942000000000,da999abcc14f4f4c97a9f21ee9adc902
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,83f88b23-4333-4209-9f2f-da75bc7a8ff4,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786886121000000000,05cdebb0660447f78cafbb8400788d23
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,5a0ad990-9584-4139-a30c-b5b4c4842b60,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786886067000000000,cd3b471362964ee3a7915c86ba6e61a3
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,08ee1b32-e42d-49f7-9344-986caee8df9f,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786883914000000000,40e169be14e34d4d92ee80141ce4ed32
evento=http_access status=ok durationMs=5 httpStatus=200,http_access,5,44008dfd-207c-4aba-8686-e47833edc0dd,,,,,,,5,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786882819000000000,c4c47d57834b43ffa613f92bb0c2fde1
evento=http_access status=ok durationMs=4 httpStatus=200,http_access,4,042c506e-4c59-4785-b995-177ae2349c46,,,,,,,4,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786882802000000000,e606c93b34ae440d84f9c421a17c4168
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,ff70269c-dafc-4181-801c-c2485b8dfb89,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786880822000000000,4754da516af14811abfaf52ca92ea4ae
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,5,f8d83924-6127-4184-bb3a-f6515dfb0e61,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786879932000000000,ecbb7a1f7eb14a218adc505a4b93abcf
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,fadfcd64-c73d-43e6-bd9e-153dc600d564,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786879731000000000,fd0cb06681de4b7cb868620e94b84fa5
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,3fdeafd4-1d4b-4658-bfb3-8741926c8024,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786878055000000000,9bb98a4f8cfd4c668cf00773f00c58ba
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,48036276-d877-4bab-905e-823eb206603e,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786877062000000000,97c7667e5cec4ba9b0662e85cc9ef8f2
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,34a6cedf-afcd-430d-9737-808b940c1109,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786876998000000000,85bcd09dcab14af5bede8ef3dec81506
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,1aa671e7-9381-4dea-97ff-3c0deea926cb,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786874994000000000,25fb3b0caf50471a88fc2dab0414eec6
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,c0d68a71-64fe-4969-b4a1-ca101b77b458,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786873387000000000,513fde66b7bf41fa9a44676619ad6857
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,34deb0fd-8189-46b0-96e9-df68abee994d,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786873334000000000,d3415111e24e4e8ebfa597750c5f9050
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,db4e2bea-ca28-4676-8f61-355467c36e39,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786872070000000000,3ea965abedb943b58c4beab1e7df8abf
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,07aacecd-06fe-443c-9cbd-b0869c374e7d,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786871083000000000,10a6185e34214cdda422d0ef67734f25
evento=http_access status=ok durationMs=19 httpStatus=200,http_access,19,45ee7d07-c87f-4bf5-a0ea-8389271263bc,,,,,,,19,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/,INFO,1786871081000000000,94d8a6695baf408aafcc4c521ce8caba
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,f64845c4-fda9-4d4f-bd2f-b1653b985ff3,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786870759000000000,748def59fbfd4e3b8f1b31e4f7136f2b
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,d99d435a-4a93-4f30-a0ab-a4dfb2936234,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786870721000000000,e1e1683bc7ef4756acfee1d54a8a6148
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,1923b64d-c1b6-4baf-96c4-1be6cb6a20db,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786868781000000000,82ca2cc1e22b4c7e9ea2c08d16a33125
evento=http_access status=ok durationMs=1 httpStatus=200,http_access,1,ebf9172e-da8a-4a8a-8f4f-1c70163d0d7a,,,,,,,1,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786868087000000000,bfbed71360d54d04b53de8b8e05fa047
evento=http_access status=ok durationMs=3 httpStatus=200,http_access,3,83c97ce1-0d5b-4ada-9dfa-a92b651fa9ff,,,,,,,3,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786867938000000000,97c9187b2e744c08ac3743211585e4c9
evento=http_access status=ok durationMs=6 httpStatus=200,http_access,6,660dab79-6a1e-401f-b8fa-eb0d18be5e51,,,,,,,6,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786865749000000000,214ca2404177441b8fb83ceac556940b
evento=http_access status=ok durationMs=11 httpStatus=200,http_access,11,2ca1f753-f578-4a35-b568-995f87c350c6,,,,,,,11,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786865571000000000,87908ebf350d48e28f92fa6b97944977
evento=http_access status=ok durationMs=125 httpStatus=200,http_access,127,396c0593-b4c0-4cef-8525-68207b845cb5,,,,,,,125,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786865454000000000,eaab3bdf06e24ada92a4aea9cf684ed3
evento=http_access status=ok durationMs=2 httpStatus=200,http_access,2,034e44f0-d99e-4c7f-a944-b5cb2263d220,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,web,ok,GET,200,/analise,INFO,1786862420000000000,26210c2a88a04292b1a6167d6f15dde5
